,event,cleandiscipline_new,itype,gendersquash,cleantarget_new,perpetrator_new,story_word_count
41,"Undergraduate male student read creative piece aloud about sexual and/or fantasies with female and male students in the class, referring to us by name. Professor knew of the content of this piece prior to this student reading it aloud and allowed it to be read. In fact, she encouraged it.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,50
42,"When I was a graduate student, every year, students and professors from another university (same department) come to visit our institution to use our libraries and materials. We always host a dinner for them. One year, I sat next to a newly-hired associate professor from the other institution who had I only met briefly years before. As we chatted, I accidentally dropped my silverware on the floor. I leaned under the table to get it, and as I did, bumped his leg with my arm. I apologized. With a smile, he said ""no, that's entirely unacceptable, I'll have to get back at you,"" and he then proceeded to pinch my buttocks. I was stunned, and so I did not say anything. When my adviser across the table saw me looking uncomfortable, he asked, ""what are you all talking about?"" The professor said ""oh nothing, we're simply molesting each other."" I simply turned red, and forced a laugh. My adviser looked confused, but then went back to his conversation. I moved my chair away from him, and quickly found a way to leave the table to socialize elsewhere. Because I almost never see him, and can avoid him when I do, I did not do anything about it. ",Humanities,Elite Institution,Male,Graduate Student,Faculty,208
43,"It was well known that he had had affairs with students before, the age gap between him and his wife made that apparent. We assumed that this was why the girls, they were always girls, who he invited into his inner circle were overwhelmingly queer. He was brilliant and respected and his letters of recommendation were rumored to remain unfinished until they made his wife cry. I babysat his children, did yard work, and bartended his parties. He used to take me to concerts, operas, and plays - just the two of us. He waited until just after I had graduated before he tried to kiss me, while his kids were in the other room. I ducked and made a hasty exit. He was invited to my graduation party, schmoozed with my friends and family, shook my father's hand, and then called me 6 times after he had left to ask if I had really meant it when I said 'love you' to him and his family as they left. He refused me feedback on my final paper unless we could 'go over it one on one' and sent me late night texts about how he missed me and wish we could slip away or travel to italy together. It shook me because he was my mentor throughout college, and I realized that he wasn't grooming me because he thought I was talented or capable, but because he wanted to sleep with me. ",Humanities,Regional College,Other,Graduate Student,Graduate Student,244
44,"When I was an undergrad at the University of Chicago and in the early years of grad school at Penn, I was sexually harrassed by a mentor. He put enormous pressure on me to respond to his desires and I resisted. When he and I moved to Penn, there was a moment when, in a sick moment, he stuck his tongue inside my mouth and I let him feel me. ", Social sciences,Elite Institution,Male,Graduate Student,Faculty,71
45,"When I was a PhD candidate, I was invited back to a  hotel room during a party at a field station by a professor from another university who was planning collaborations with my adviser (and someone who for a brief period I thought might be a future post-doc adviser). I said no thank you, he persisted, and after the third effort to talk me into it despite stating repeatedly that I was happily married, I finally got up, said good night and left the party. I told my adviser about the incident the next day and expressed disinterest in working on any future collaborations. When we got back to the university, he required me to spend lab time on a collaborative project (that took time away from finishing my own work) with this person, despite what I had told him. I was not entirely surprised by this response, sadly, since my adviser also made multiple comments implying I was fat and should take up running during my time in his lab as well.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,174
46,"My advising professor asked me to sleep with him, and when I said no, he quietly retreated from his adviser roll. I had no backup as he was the last of the discipline in the department. His behavior was well known: he had an open string of girlfriends drawn from the graduate pool over the years. He had one when he hit on me. Presumably she was wowed by trips to France and fine wine. But his contempt for women was obvious. By that time he was in his 60s.
I took my qualifying exams and left the institution to scratch out a study site on my own to complete my dissertation. I fought hard - without meaningful letters of recommendation - for a career in academia. Even still, 20 years later, I do not have a network of invested academics 'who raised me'. 
The response of the institution - a female chair at the time- was cliche. ""Oh that's just how he is and we can't legislate love"".  LOVE?? 
It easily set my career back 10 years, but I guess, after having read so many stories of women ""hounded out"" (excellent terms, btw), I should consider myself ""one of the lucky ones"".
At that time in the late 80s and early 90s, several women were harassed in the short time I was there. The climate at the time gave both senior and junior male profs approval for selecting partners from the grad pool with impunity. ", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,246
47,"After a consensual encounter that turned into sexual assault/rape, he told colleagues in my department and in at least 5 other departments about how I was ""crazy"" and how I wouldn't leave him alone, and that they shouldn't work with me on grants and proposals because I was a ""manipulative slut"" who ""wasn't even that good in bed.""", Social sciences,Research Institute,Male,Graduate Student,Graduate Student,58
48,"In December of 2015, the Chair of my department got angry at me for questioning a scheduling decision and told me that he would like me to ""lift my skirt."" He then proceeded to tell me how many times he ""has thoughts about me"" and had to ""stop himself from coming down to my office."" After I sent him an email asking him not to speak like that to me anymore, he sent me three emails (to my university as well as my private email address) and put a 2-page typed letter under my office door.  He admitted in those emails and the letter what he had said and did.  So, this was not a ""he said/she said"" -- it was a ""she said/he agreed.""  After the email and letter under my door, which very much made my skin crawl, I filled out a harassment complaint.",Applied science,Regional College,Male,Chair/Dean/Head,Chair/Dean/Head,149
49,"11 years ago, there was a party thrown at a graduate student house and a few professors came by. One arrived with his friend and graduate research assistant. He was the only faculty member for there for a portion of the party. While students were drinking, this faculty member starting making comments to one of the women in the graduate program about her looks, the shape of her body, etc. She ignored him, she went to the kitchen to get more wine. He followed her and continued to make comments. She was trying to open the bottle of wine and was having trouble getting the cork out. He started laughing and made a sexually suggestive comment about how it looked as she tugged on the neck of the bottle. All the students were stunned, there was some uncomfortable laughter. This same professor made comments publicly in his classroom about the attractiveness of a female colleague. He was an associate professor, she was a new assistant. He pulled up her ratemyprofessors profiled in class, she had a hot pepper rating for her attractiveness and he put a picture of her up and said that her body was attractive but not her face. He also frequently visited college bars and clubs in downtown College Station claiming it was for his ""research"" and he always went with his grad assistant who was complicit with his behavior. He would take pictures with young blonde undergrads, print them out and post them outside of his office door. ", Social sciences,Research Institute,Male,Undergraduate Student,Faculty,253
50,"A job candidate came to our institution.  During the course of his interview, dinner and job talk he made numerous sexist comments about women, was handsy with the junior female faculty members (hands on arm, touching back, etc) and not with male faculty members, and made all of the junior female faculty feel uncomfortable.  When we expressed this, as a group, to the rest of our department several people still advocated for hiring this person.  ",Natural sciences,Research Institute,Male,Undergraduate Student,Graduate Student,79
51,"He was my English teacher at the university where I did my BA. This was three years ago. He would make comments in class about the boy sitting next to me being unable to concentrate because I was sitting next to him. He continued to pick on people (read boys) who would sit next to me. He would ask me to meet him separately and then ask me what was wrong. He never let it go when I told him everything was fine. Later, he would tell my friends (when I was standing with them) that I act like I am scared of him and he has no idea why. He would also make indirect comments about me in class. Second year, we didn't have his class. But when I passed by him in the first week of second year and ducked to avoid meeting his gaze, he sent someone to call me to meet him. Ever since then I have tried really hard to avoid him. And after I refused to meet him, he has never called me. ",Humanities,Elite Institution,Male,Undergraduate Student,Undergraduate Student,180
52,"I needed three letters of recommendation for several highly competitive post-graduate funding programs. Cultivated a senior faculty member in one of my departments (I doubled-majored). Had heard rumors of sexual relationships he'd had with former students. He began to request I come to office hours, once or twice each week, during which he'd stand up from his chair and come around to the edge of the desk, perching on the edge, close to where I sat in a guest chair. Gave me extracurricular reading for out-of-class, one-on-one discussion (on the grounds that I was ""very gifted"" and ""doing superior work""), hugs at odd moments, nicknames/endearments -- all verbally, nothing via e-mail. I felt like I was being groomed. Didn't feel like I had any material complaint to take to the Chair (who was also writing me rec letters), and was afraid to alienate this person since the app deadlines were approaching and I had no replacement rec letter writers to call on. I changed my schedule in order to avoid his office hours (immediately after lectures) and rearranged spring classes and senior thesis topic in order to avoid him.",Humanities,Elite Institution,Male,Graduate Student,Graduate Student,189
53,"This is predation rather than harassment, and at the time I thought I was an equal participant in an affair with an older male (married) professor. But now I realize I was one of his many victims. He would groom and then seduce students, grad and undergrad, telling us how unhappy his marriage was and how we made him feel alive etc. I'm pretty sure we all felt special and chosen, and at the time consented. But looking back it feels revolting.  ",Humanities,Research Institute,Male,Graduate Student,Chair/Dean/Head,84
54,"Colleague used sexual innuendo frequently in interpersonal contexts, meetings, and the classroom.  When I interviewed he whispered to me “I just watched you being seduced” after the waitress at lunch convinced me to try their homemade dessert.  Really gave me the creeps.  Red flags went up and I talked to several friends and mentors before I accepted the offer.  He also wrote bad horror fiction with mildly pornographic scenes that he asked female colleagues and students to read. His behavior was more troubling with 2 female colleagues than with me - asking specifically about their sex lives.  One colleague complained to the Dean before she left the institution.  I also heard students complained to the Dean about him on occasion.  ", Social sciences,Research Institute,Male,Faculty,Faculty,128
55,"Professor X not only has a reputation on campus as being utterly pretentious and condescending to students, but takes every opportunity to be sexually explicit in class (under the guise of being his “scholarly interests”). He has a well-established reputation as “creepy” and it is known that he has made advances toward female undergraduate students (myself included) ", Social sciences,Regional College,Male,Graduate Student,Faculty,58
56,"I had just finished my undergraduate thesis and was still at the College, preparing to apply to graduate school. My male adviser wanted to have an affair with me. I did not want to have an affair with him, but felt pressure to do so. I then tried to break it off, very clumsily I am sure since I was about 21 and felt that the whole situation was unbearably awkward. He was close friends with my other adviser, a feminist professor whom I had been working under for a long time and looked up to. He must have complained to her. When I asked her to write letters of recommendation for me for graduate school, she refused. She told me that she did not like how I had treated her friend, and therefore could not recommend me as a colleague. It was a consensual affair, so I do not blame him overly much, though clearly I was too young to be involved with him and there was a power imbalance in the relationship because of his role as my mentor. I blame more my feminist adviser for her vindictiveness, which I feel breached an acceptable standard of professional ethics. ",Humanities,Elite Institution,Other,Graduate Student,Faculty,201
57,"Over the course of three years, I was subjected to sexual innuendos and subtle intimidation from a professor who was the only one teaching classes I was required to take.  Incidents took place in his office when I was supposed to be getting feedback on my writing.  He commented on my weight, my age, suggesting that I would be prettier if thinner.  That I was too old to do well in grad. school.  That I needed to be more ""submissive"" (his word.)  He suggested that he was still sexually interested in me despite my ""flaws"" (his word.)",Humanities,Research Institute,Male,Graduate Student,Faculty,102
58,"I don't even feel comfortable writing this anonymously - it was such a bad situation. Basically my advisor came onto me really aggressively. He grabbed my breasts, stuck his hands down my pants, and begged me to let him perform oral sex on me. When I expressed shock and pushed him away (trying not to reject him too forcefully as I knew there would be repercussions, but gently saying we had a good professional relationship, and what about his wife?), he asked why I mentioned that my boyfriend and I had broken up if I wasnt interested. Two weeks later I needed a recommendation letter for a pre-doc, and he said he wasnt sure he had the time. That's when I knew that my career was over if my dissertation chair wouldn't write me recommendation letters. So I decided to normalize the situation and give him a way out by apologizing for the confusion. He took it, saying it was unlike him and he was under a lot of stress. And I never brought it up again. ", Social sciences,Elite Institution,Male,Graduate Student,Chair/Dean/Head,178
59,"Two years ago this upcoming spring, a prospective graduate student visiting my department took advantage of a dinner party that my friends and I held to welcome prospectives to the department to make inappropriate comments to myself and another female graduate student (both much younger than he). He made smacking motions behind the other graduate student's back when she bent over, miming spanking; and he told me repeatedly that I was ""dangerous"" in my low-cut dress, that he and his wife are in a don't ask, don't tell relationship, and that he is allowed to do what he wants on the top half of a woman. He was also aware that both me and my friend were involved with other people at the time.  ",Humanities,Research Institute,Male,Graduate Student,Graduate Student,126
60,"I was part of a hosting team for a graduate student recruiting event; a large group of prospective graduate students, current graduate students, and faculty were at a dinner off campus.  A professor seated across from me wrapped his fingers around the beer can in front of him, peered at me with alcohol red eyes, and asked ""do you think you could take it?  I'm about this size....."".  His demeanor, facial expression, and voice intonation clearly signaled that he relished the idea of committing physical harm to me, much as a sadist would.  The entire night I felt his eyes following me, and I became very afraid.  I made certain to leave with a group of other students, and I never participated in a recruiting weekend again.  Occasionally I heard gossip of this man's sexual overtures and bad behaviors towards other students, but this is thirdhand at best.",Natural sciences,Research Institute,Male,Graduate Student,Graduate Student,154
61,"About 20 years ago I was assaulted in a car and asked if I wanted to have sex by a college professor I was taking a summer workshop with. He actually grabbed my pussy, trite as that sounds now. We were alone together, on a professional errand outside the institution. I was a student paying to be in his class and making great personal sacrifice to be there at all, and I assumed everything about the situation was strictly professional. He must have thought my interest in joining the errand was a come-on? I said no and he left me alone. 2 days later, another young female student approached me with her own report of his inappropriate behavior. The next day another young female student confided in us that she was returning the teacher's interest in her. Student #2 and I reported what was happening to the administration. I had never bonded so intensely and so quickly with another co-student as I did that week. He knew we were on to him and ridiculed us in front of the other students when he could for the rest of the workshop.
",Humanities,Other Type of School,Male,Graduate Student,Graduate Student,190
62,"Group of drunken male students cornered the only female attendee of an off-site, overnight student/post-doc retreat in her room and pressured her to do keg stands with them (I personally witnessed one of these students drinking during my 9am presentation, they were there to get hammered, not for science) She refused and hid in a room with the one sober male student. Group of students then went and did keg stands on her car! Later that night they put porn on the borrowed department projector! I skipped the overnight because I was uncomfortable with the drinking I had seen in prior years, but I had no idea it would get that bad. I’m sorry I wasn’t there to protect my friend and witness it personally so I could have filed a complaint. When behavior was later brought up in a student-only meeting, the lead harasser defended himself by saying that the group was treating her like a sister and denied any problem in the group behavior, I confronted and disagreed, but there were no formal consequences as only the students handled the issue. ",Natural sciences,Research Institute,Male,Graduate Student,Undergraduate Student,184
63,"When I was in my second year, a new graduate student kept harassing me for a whole semester, saying things such as ""We should sleep together"" repeatedly, in public and private instances. He also said stupid things such as ""I would like to organize events with cute undergraduate students"" or ""I like innocent looking girls"". He also said things about his sexual preferences. He also pretended to be my friend to be included in a graduate conference I was going to in Canada, and immediately offered to travel together and go to a hotel together. I was shocked by his behavior.",Humanities,Research Institute,Male,Graduate Student,Graduate Student,101
64,"female colleague in my department stated loudly that I ""looked sexy"" as I entered the room for a department meeting.  Our department is mostly male and only guys were in the room.  I was immediately upset and asked her not to sexualize my body.  I was an assistant professor, she was associate.  It was an underhanded ""compliment."" I was wearing a harvest gold pencil skirt (that I loved) and a loose black sweater that covered my butt.  Boots and tights.  I am a curvy girl and I made sure I was dressed appropriately.",Applied science,Research Institute,Female,Faculty,Faculty,99
65,"I went to see a professor because I was failing a difficult class; he looked me up and down and told me that ""female students should stop going out and obsessing over appearances and social lives."" I had As in every other class. I was considered ""trendy"" in terms of clothing and makeup, but certainly nothing inappropriate or that would interfere with my studies.",Formal sciences,Elite Institution,Male,Undergraduate Student,Faculty,64
66,"In the summer of 2015 I attended my very first academic conference as a graduate student. Three men, also graduate student presenters from programs/universities other than my own, got drunk after the first dinner. Two of them groped me. One of them found the location of my room and hammered on the door and wall trying to get me to let him in at 2am. I was terrified. ",Humanities,Multiple,Male,Graduate Student,Graduate Student,69
67,"As a new Assistant Professor in my first month on the job, I was suddenly kissed by a tenured, male professor. He continued to flirt with me relentlessly. I was scared to rebuff him as I was a single mother and desperate to keep my job. I know this was a minor incident, but it turned out that he was acting much more aggressively sexually with his graduate students, who eventually filed agains him and he has been suspended from his position and may be fired.",Humanities,Research Institute,Male,Faculty,Graduate Student,86
68,"Undergrad senior year, I was taking an independent study with a professor I trusted an admired. 
One day, he stopped me while I was in the middle of presenting a paper to comment on the length of my eye lashes, and occasionally, he would make comments on the clothes I was wearing.  
He also told me at one point that I was ""too pretty to be taken seriously."" I am fairly certain that he thought he was being helpful somehow by telling me this. ",Humanities,Regional College,Male,Graduate Student,Faculty,86
69,"As a junior faculty member, I was always more or less ordered by the men to do things like take notes, order refreshments, reserve spaces for events --in other words, everything they considered ""female"" grunt work.  When I became chair, the outgoing/previous chair (in response to a decision he was less than happy about) told me outright that he had only supported me because he had assumed that he would still run the department and I would just do all the reports and paperwork. After I became dean and the department went back to male leadership, there were two male faculty members (both married), including the chair, blatantly having sexual relationships with grad students: one ended up raping a student while she was knocked out on meds, leaving her pregnant. Already emotionally fragile, she terminated and then spent time in a psych facility trying to deal with the issues.  The women themselves would not come forward because of the power pressure, but their peers came forward, both to voice their concerns and to complain about their perceptions of preferential treatment in the grad program. Both men ultimately felt that these relationships were ""justifiable"" or ""ethical""  because they ended up marrying their grad students, the most fragile of whom (the one who had been raped) gave up her graduate education, entered a marriage full of emotional and physical abuse, became a stereotypical version of the ""barefoot and pregnant"" cliche, and only recently divorced her husband (who, no surprise! was fooling around with grad students). Neither of those faculty members are still employed here, but it took forever to get a policy in place that addressed faculty/student relationship issues. On a less sexually charged front, it is still frustrating to feel virtually ""voiceless"" among otherwise decent men who are not even intentionally sexist (women can come up with a great idea and nobody ""hears"" it until a man says the same thing). ",Humanities,Regional College,Male,Chair/Dean/Head,Graduate Student,324
70,"Propositioned for sex by my current professor in undergraduate writing course. Propositioned for sex by my MA thesis advisor after the defense. Propositioned and harassed by emeritus professor while I worked alone in his home during PhD study. Sexually harassed by supervisor while working as a technology fellow during PhD study. Discovered that my sexual activities in my home had been shared with the rest of the faculty by a neighbor faculty member. In all cases, I spoke directly to the person myself and asked them to stop. In the case of the emeritus professor, I had to also ask my graduate department chair to intervene. Incidents occurred 2000-2014.",Humanities,Multiple,Male,Graduate Student,Faculty,109
71,"I was at a public event with students, faculty and staff at the end of the year and a faculty member gestured to my chest (I'm trans and still had breasts then) and said she hoped everything went well (I assume with my top surgery, which I don't know how she knew about). I know it's not the biggest thing but I felt so incredibly violated to have someone gesturing at and speaking about my chest at all, much less in public with students and my colleagues in close proximity.",Natural sciences,Regional College,Female,Staff,Faculty,90
72,"My professor in my MFA program who was known for getting drunk with  graduate students grabbed my butt at a party in an attempt to get me to dance with him or to sit next to him. He complimented my writing. I quickly shunned his advanced and left the party feeling ashamed, disgusted, and fearful of my fate in the program. 

He got wind of the incident and claimed to ""not remember it."" He called me into his office where I awkwardly accepted his apology, and continued to have to take classes with him for the rest of my program. ",Humanities,Research Institute,Male,Graduate Student,Faculty,102
73,"A series of emails - mostly links to music videos, with suggestive ""interpretive aids."" He was my boyfriend's professor and I told my boyfriend it made me uncomfortable. My boyfriend spoke with him and then came back to me and told me he had said it was just a joke.",Humanities,Elite Institution,Male,Graduate Student,Faculty,50
74,"Major professor constantly lured young women in (particularly women of color/first generation students and otherwise marginalized women in the academy) with promises of being a ""father like"" figure. Part of this relationship was built on young women's willingness to confide in this mentor, including private information about sexual relationships and assertion to these graduate students that they could only be successful with the support of this mentor. Mentor often referenced his own sex life with his wife, made flirtatious comments to women mentees about his desire to pursue a relationship with them, and commented on the physical attractiveness and bodies of these mentees and other women in public spaces. Upon graduating, and realizing how inappropriate this behavior was, I shared my story with other women in our department who were generally aware of these patterns, and many of whom shared the same experiences. ", Social sciences,Research Institute,Male,Graduate Student,Faculty,144
75,"I was approached by a professor at Arizona State University in my practice room around 11:45 pm one night. Blocking the door, he asked that I leave with him. I had to refuse multiple times before he left. After that, I received no more opportunities to play in the ensemble he conducted. ",Humanities,Research Institute,Male,Graduate Student,Faculty,53
76,"When I finished my PhD, my male advisor kissed me on the lips. He had only once before let his hands stray across my chest while reaching across me to open a car door (he was the driver, I was in the passenger seat). A year after I finished, I got married and he said that he'd not felt comfortable telling me he beautiful he thought I was until after I was ""safely married."" A small vignette of this relationship.

When I started graduate school, I was walking outside during a field course and hear a conversation between two male students -- one said ""she's so fat"" and the other said ""I'd still fuck her."" One of several of these types of incidents.

I could go on, but not today.",Natural sciences,Research Institute,Male,Graduate Student,Faculty,128
77,"A professor made sexual comments all through a graduate course.  He talked facetiously about asking sex workers how much different sex acts cost. He would make comments about kissing us. They were non sequiturs in the middle of lecture.  He leaned toward a student and acted like he was going to kiss her and kept talking about it, in the same tone of voice as a mom pretending a spoonful of mashed squash is an airplane. He did this all the course.
Most of the professors in our faculty are sleeping w/ students. Supervisors are sleeping w/ students they supervise. More are than aren't. One professor went to a different college b/c he was sleeping with undergraduate students here. He is the only guy who even got in trouble but he was just sent away. No one cares. Everyone is to afraid to say anything b/c it will ruin your career and also who would we tell. There isn't a place to tell. It's wrong but none of the established faculty think that it is wrong and everybody is doing it.
", Social sciences,Other Type of School,Male,Graduate Student,Faculty,182
78,"I signed up for an independent study after lack of enrollment cancelled an advanced class.  The professor's office was in a locked facility (due to the presence of specialized equipment).  He scheduled our meetings to be after the normal work day.  No one else was around.  No one could get in.  He had a mini-fridge he kept stocked with beer and had always started drinking before I arrived.  He pressured me to drink with him, pressured me to drink faster.  I'd prepare questions about the material, he would tell me stories about past exploits with famous people in the field and make sexual innuendos about the one prominent female scientist, implying past relations with her.  When I tried to redirect, or end the meeting, he would imply that only unintelligent or lazy people would want to talk about that or end the meeting so early.   The first several meetings ran nearly three hours; he would finally let me go once it became obvious that I was never going to ""relax"".  He would go pee in the sink of the adjoining wet lab space that was 30 feet away from his desk rather than end these meeting.  There was a line of sight and could hear him relieve himself.  I would finally be dismissed around 9:30 or 10 pm.  The guy was a ""genius"" professor and I was some idiot graduate student.  I minimized the number of meetings, read every book I could find on the topic, wrote a 15 page paper about the aspect of the technique that interested me the most, turned it in by the end of the semester and hoped the whole thing would go away.  I made sure not another female student crossed the doorway of that facility for the entire time I was at that institute. ",Natural sciences,Elite Institution,Male,Graduate Student,Faculty,318
79,"This is just the worst of several harassers during that degree: From 1999 to 2002 a classmate slowly morphed into a cyber-stalker. Some of the lowlights included: 1) discovering that he had programmed a tracking app that checked every 5 minutes whether I was logged in, and in what room, which explained why he always seemed to show up wanting attention as soon as I arrived at work, 2) the time he insisted that I really meant yes even though I was repeatedly shouting no, because some guy had once told him that erect nipples indicate arousal (it was a hot Saturday afternoon, and I'd briefly gone into the air-conditioned office to grab something, while wearing a tank top), so he wouldn't stop hugging me, 3) the other time he wouldn't stop hugging me and I had to pour my drink down his back to get him to back off, 4) the time he physically blocked me from leaving his apartment, insisting I had to sleep there, then after I tricked him into complacency by pretending to give in, and made a run for the door, he threatened to throw himself over the banister of the very steep staircase if I didn't stop (I did finally convince him to let me leave), and finally, 5) after I cut off all contact, stopped answering my office phone, and told others in my lab not to let him in, he hacked into my email so that he received a copy of all of my incoming mail for 2 months, then unsatisfied with only getting incoming mail not outgoing mail, tried to hack further into the system and finally got caught by the sys admins.",Formal sciences,Research Institute,Male,Graduate Student,Graduate Student,282
